stud_kod;predmet_name;ball;year
515854;Обществознание;62;2018
515854;Сочинение;1;2018
515875;Русский язык;64;2018
515875;Математика;72;2018
515875;Обществознание;53;2018
515875;Сочинение;1;2018
515878;Русский язык;91;2018
515878;Математика;84;2018
515878;Обществознание;62;2018
515878;Сочинение;1;2018
515901;Русский язык;73;2018
515901;Английский язык;79;2018
515901;Математика;68;2018
515901;Обществознание;82;2018
515901;Сочинение;1;2018
515931;Русский язык;72;2018
515931;Математика;45;2018
515931;Обществознание;62;2018
515931;Сочинение;1;2018
515939;Русский язык;72;2018
515939;Математика;68;2018
515939;Обществознание;56;2018
515939;Сочинение;1;2018
515940;Русский язык;88;2018
515940;Математика;68;2018
515940;Обществознание;92;2018
515940;История;67;2018
515940;Сочинение;1;2018
516051;Русский язык;88;2018
516051;Математика;70;2018
516051;Обществознание;53;2018
516051;Сочинение;1;2018
516057;Русский язык;93;2018
516057;Английский язык;90;2018
516057;Математика;68;2018
516057;Обществознание;90;2018
516057;Сочинение;1;2018
516077;Русский язык;91;2018
516077;Математика;68;2018
516077;Обществознание;72;2018
516077;Сочинение;1;2018
516079;Русский язык;78;2018
516079;Английский язык;77;2018
516079;Математика;70;2018
516079;Обществознание;78;2018
516079;Сочинение;1;2018
516123;Русский язык;67;2018
516123;Английский язык;71;2018
516123;Математика;45;2018
516123;Обществознание;71;2018
516123;История;60;2018
516123;Сочинение;1;2018
516132;Русский язык;96;2018
516132;Математика;70;2018
516132;Обществознание;86;2018
516132;Сочинение;1;2018
516149;Русский язык;93;2018
516149;Английский язык;58;2018
516149;Математика;76;2018
516149;Обществознание;76;2018
516149;Сочинение;1;2018
516158;Русский язык;93;2018
516158;Математика;78;2018
516158;Обществознание;70;2018
516158;Физика;60;2018
516158;Сочинение;1;2018
516182;Русский язык;64;2018
516182;Математика;70;2018
516182;Обществознание;70;2018
516182;Сочинение;1;2018
516323;Русский язык;83;2018
516323;Английский язык;77;2018
516323;Математика;84;2018
516323;Обществознание;86;2018
516323;Сочинение;1;2018
516336;Русский язык;100;2018
516336;Английский язык;79;2018
516336;Математика;84;2018
516336;Обществознание;78;2018
516336;Сочинение;1;2018
516339;Русский язык;67;2018
516339;Математика;50;2018
516339;Обществознание;64;2018
516339;Сочинение;1;2018
516426;Русский язык;91;2018
516426;Математика;80;2018
516426;Обществознание;66;2018
516426;Сочинение;1;2018
516433;Русский язык;81;2018
516433;Математика;70;2018
516433;Обществознание;55;2018
516433;Литература;52;2018
516433;Сочинение;1;2018
516438;Русский язык;88;2018
516438;Математика;82;2018
516438;Обществознание;61;2018
516438;Сочинение;1;2018
516455;Русский язык;51;2018
516455;Математика;68;2018
516455;Обществознание;60;2018
516455;Сочинение;1;2018
516491;Русский язык;76;2018
516491;Математика;72;2018
516491;Обществознание;60;2018
516491;Сочинение;1;2018
516498;Русский язык;81;2018
516498;Математика;45;2018
516498;Обществознание;61;2018
516498;Сочинение;1;2018
516518;Русский язык;66;2018
516518;Математика;70;2018
516518;Обществознание;64;2018
516518;История;69;2018
516518;Биология;0;2018
516518;Сочинение;1;2018
516529;Русский язык;86;2018
516529;Математика;76;2018
516529;Обществознание;78;2018
516529;Сочинение;1;2018
516579;Русский язык;81;2018
516579;Английский язык;88;2018
516579;Математика;70;2018
516579;Обществознание;67;2018
516579;Сочинение;1;2018
516610;Русский язык;83;2018
516610;Математика;56;2018
516610;Обществознание;55;2018
516610;Сочинение;1;2018
516616;Русский язык;78;2018
516616;Информатика и ИКТ;64;2018
516616;Математика;68;2018
516616;Обществознание;66;2018
516616;Сочинение;1;2018
516669;Русский язык;100;2018
516669;Математика;78;2018
516669;Обществознание;74;2018
516669;Сочинение;1;2018
516738;Русский язык;86;2018
516738;Математика;68;2018
516738;Обществознание;76;2018
516738;Сочинение;1;2018
516877;Русский язык;81;2018
516877;Английский язык;50;2018
516877;Математика;45;2018
516877;Обществознание;76;2018
516877;Сочинение;1;2018
516930;Русский язык;81;2018
516930;Математика;45;2018
516930;Обществознание;66;2018
516930;Химия;54;2018
516930;Биология;56;2018
516930;Сочинение;1;2018
516969;Русский язык;100;2016
516969;Математика;72;2016
516969;Обществознание;71;2018
516969;Химия;78;2016
516969;Биология;93;2016
516969;Сочинение;1;2016
516987;Русский язык;83;2018
516987;Английский язык;78;2018
516987;Математика;50;2018
516987;Обществознание;63;2018
516987;Сочинение;1;2018
517023;Русский язык;72;2018
517023;Математика;56;2018
517023;Обществознание;61;2018
517023;Сочинение;1;2018
517031;Русский язык;91;2018
517031;Математика;74;2018
517031;Обществознание;82;2018
517031;Сочинение;1;2018
517147;Русский язык;96;2018
517147;Английский язык;75;2018
517147;Математика;70;2018
517147;Обществознание;92;2018
517147;Сочинение;1;2018
517273;Русский язык;78;2018
517273;Английский язык;85;2018
517273;Математика;78;2018
517273;Обществознание;69;2018
517273;Сочинение;1;2018
517374;Русский язык;71;2018
517374;Математика;45;2018
517374;Обществознание;61;2018
517374;Сочинение;1;2018
517554;Русский язык;78;2018
517554;Математика;45;2018
517554;Обществознание;65;2018
517554;Сочинение;1;2018
517749;Русский язык;83;2018
517749;Английский язык;84;2018
517749;Математика;56;2018
517749;Обществознание;65;2018
517749;Сочинение;1;2018
517773;Русский язык;96;2018
517773;Математика;86;2018
517773;Обществознание;78;2018
517773;Физика;74;2018
517773;Сочинение;1;2018
517890;Русский язык;83;2018
517890;Английский язык;90;2018
517890;Математика;70;2018
517890;Обществознание;82;2018
517890;Сочинение;1;2018
517907;Русский язык;98;2018
517907;Математика;78;2018
517907;Обществознание;80;2018
517907;Сочинение;1;2018
517958;Русский язык;86;2018
517958;Английский язык;72;2018
517958;Математика;80;2018
517958;Обществознание;76;2018
517958;Сочинение;1;2018
518024;Русский язык;81;2018
518024;Математика;72;2018
518024;Обществознание;88;2018
518024;История;84;2018
518024;Биология;63;2018
518024;Сочинение;1;2018
518084;Русский язык;96;2018
518084;Английский язык;91;2018
518084;Математика;70;2018
518084;Обществознание;78;2018
518084;Сочинение;1;2018
518096;Русский язык;91;2018
518096;Математика;78;2018
518096;Обществознание;88;2018
518096;Сочинение;1;2018
518120;Русский язык;76;2018
518120;Английский язык;89;2018
518120;Математика;80;2018
518120;Обществознание;84;2018
518120;Сочинение;1;2018
518183;Русский язык;93;2018
518183;Английский язык;87;2018
518183;Математика;56;2018
518183;Обществознание;66;2018
518183;Сочинение;1;2018
518184;Русский язык;96;2018
518184;Математика;62;2018
518184;Обществознание;80;2018
518184;Сочинение;1;2018
518203;Русский язык;91;2018
518203;Математика;68;2018
518203;Обществознание;90;2018
518203;История;71;2018
518203;Сочинение;1;2018
518297;Русский язык;81;2018
518297;Математика;62;2018
518297;Обществознание;70;2018
518297;Сочинение;1;2018
518394;Русский язык;93;2018
518394;Математика;74;2018
518394;Обществознание;71;2018
518394;Сочинение;1;2018
518666;Русский язык;73;2018
518666;Математика;56;2018
518666;Обществознание;58;2018
518666;Сочинение;1;2018
518689;Русский язык;93;2018
518689;Английский язык;84;2018
518689;Математика;50;2018
518689;Обществознание;66;2018
518689;Сочинение;1;2018
518690;Русский язык;86;2018
518690;Математика;70;2018
518690;Обществознание;57;2018
518690;Сочинение;1;2018
518778;Русский язык;98;2018
518778;Математика;82;2018
518778;Обществознание;86;2018
518778;Сочинение;1;2018
518855;Русский язык;73;2018
518855;Математика;56;2018
518855;Обществознание;58;2018
518855;Сочинение;1;2018
518967;Русский язык;88;2018
518967;Математика;68;2018
518967;Обществознание;92;2018
518967;Физика;59;2018
518967;Сочинение;1;2018
519007;Русский язык;95;2015
519007;Информатика и ИКТ;73;2015
519007;Математика;84;2015
519007;Обществознание;71;2018
519007;Физика;75;2015
519051;Русский язык;64;2018
519051;Математика;50;2018
519051;Обществознание;55;2018
519051;История;54;2018
519051;Сочинение;1;2018
519074;Русский язык;100;2018
519074;Математика;70;2018
519074;Обществознание;78;2018
519074;Физика;47;2018
519074;Сочинение;1;2018
519203;Русский язык;86;2018
519203;Английский язык;58;2018
519203;Математика;88;2018
519203;Обществознание;84;2018
519203;История;82;2018
519203;Сочинение;1;2018
519269;Русский язык;86;2018
519269;Математика;80;2018
519269;Обществознание;84;2018
519269;Физика;60;2018
519269;История;89;2018
519269;Сочинение;1;2018
519445;Русский язык;76;2018
519445;Русский язык;73;2017
519445;Математика;68;2018
519445;Обществознание;74;2018
519445;Химия;50;2017
519445;Биология;59;2017
519445;Сочинение;1;2017
519509;Русский язык;96;2018
519509;Английский язык;74;2018
519509;Математика;82;2018
519509;Обществознание;67;2018
519509;Сочинение;1;2018
519559;Русский язык;93;2018
519559;Математика;72;2018
519559;Обществознание;84;2018
519559;Сочинение;1;2018
519584;Русский язык;76;2018
519584;Математика;56;2018
519584;Обществознание;69;2018
519584;Сочинение;1;2018
519591;Русский язык;93;2018
519591;Математика;76;2018
519591;Обществознание;80;2018
519591;Литература;82;2018
519591;Биология;66;2018
519591;Сочинение;1;2018
519594;Русский язык;98;2018
519594;Английский язык;91;2018
519594;Математика;78;2018
519594;Обществознание;90;2018
519594;Сочинение;1;2018
519618;Русский язык;86;2018
519618;Английский язык;86;2018
519618;Математика;74;2018
519618;Обществознание;84;2018
519618;История;58;2018
519618;Сочинение;1;2018
519677;Русский язык;98;2018
519677;Математика;74;2018
519677;Обществознание;80;2018
519677;Сочинение;1;2018
519682;Русский язык;62;2017
519682;Математика;56;2018
519682;Математика;0;2017
519682;Обществознание;61;2018
519682;Обществознание;50;2017
519682;Сочинение;1;2017
519694;Русский язык;91;2018
519694;Английский язык;58;2018
519694;Математика;84;2018
519694;Обществознание;84;2018
519694;Физика;53;2018
519694;Сочинение;1;2018
519778;Русский язык;71;2018
519778;Математика;72;2018
519778;Обществознание;65;2018
519778;Сочинение;1;2018
519885;Русский язык;91;2017
519885;Математика;74;2018
519885;Математика;68;2017
519885;Обществознание;84;2018
519885;Физика;61;2017
519885;Сочинение;1;2017
519889;Русский язык;98;2018
519889;Английский язык;79;2018
519889;Математика;56;2018
519889;Обществознание;60;2018
519889;Сочинение;1;2018
519905;Русский язык;91;2018
519905;Математика;68;2018
519905;Обществознание;66;2018
519905;Сочинение;1;2018
520001;Русский язык;93;2018
520001;Математика;72;2018
520001;Обществознание;60;2018
520001;История;50;2018
520001;Сочинение;1;2018
520027;Русский язык;76;2018
520027;Математика;45;2018
520027;Обществознание;63;2018
520027;Сочинение;1;2018
520080;Русский язык;41;2017
520080;Русский язык;57;2018
520080;Математика;0;2017
520080;Математика;0;2017
520080;Математика;50;2018
520080;Обществознание;44;2017
520080;Обществознание;53;2018
520080;Сочинение;1;2017
520097;Русский язык;93;2018
520097;Математика;78;2018
520097;Обществознание;82;2018
520097;Биология;61;2018
520097;Сочинение;1;2018
520126;Русский язык;69;2018
520126;Информатика и ИКТ;0;2018
520126;Математика;62;2018
520126;Обществознание;53;2018
520126;Сочинение;1;2018
520160;Русский язык;83;2018
520160;Информатика и ИКТ;70;2018
520160;Математика;68;2018
520160;Обществознание;88;2018
520160;Сочинение;1;2018
520163;Русский язык;73;2018
520163;Математика;45;2018
520163;Обществознание;63;2018
520163;Сочинение;1;2018
520168;Русский язык;81;2018
520168;Английский язык;69;2018
520168;Математика;68;2018
520168;Обществознание;58;2018
520168;Сочинение;1;2018
520258;Русский язык;71;2018
520258;Математика;45;2018
520258;Обществознание;59;2018
520258;Сочинение;1;2018
520472;Русский язык;81;2018
520472;Математика;86;2018
520472;Обществознание;78;2018
520472;Сочинение;1;2018
520531;Русский язык;93;2018
520531;Математика;84;2018
520531;Обществознание;66;2018
520531;Сочинение;1;2018
520553;Русский язык;91;2018
520553;Английский язык;77;2018
520553;Математика;86;2018
520553;Обществознание;84;2018
520553;История;77;2018
520553;Сочинение;1;2018
520578;Русский язык;88;2018
520578;Математика;82;2018
520578;Обществознание;84;2018
520578;Сочинение;1;2018
520589;Русский язык;67;2018
520589;Математика;50;2018
520589;Обществознание;57;2018
520589;Сочинение;1;2018
520697;Русский язык;81;2018
520697;Математика;62;2018
520697;Обществознание;61;2018
520697;История;50;2018
520697;Сочинение;1;2018
520763;Русский язык;86;2018
520763;Английский язык;79;2018
520763;Математика;76;2018
520763;Обществознание;69;2018
520763;Сочинение;1;2018
520975;Русский язык;72;2017
520975;Английский язык;71;2017
520975;Математика;70;2017
520975;Обществознание;68;2017
520975;Сочинение;1;2017
520979;Русский язык;65;2018
520979;Английский язык;61;2018
520979;Математика;45;2018
520979;Обществознание;58;2018
520979;Сочинение;1;2018
521111;Русский язык;72;2018
521111;Математика;56;2018
521111;Обществознание;52;2018
521111;Сочинение;1;2018
521675;Русский язык;96;2018
521675;Английский язык;90;2018
521675;Математика;62;2018
521675;Обществознание;82;2018
521675;Сочинение;1;2018
521882;Русский язык;86;2017
521882;Математика;84;2017
521882;Обществознание;76;2017
521882;Физика;74;2017
521882;Сочинение;1;2017
522011;Русский язык;54;2018
522011;Русский язык;53;2014
522011;Английский язык;67;2018
522011;Математика;56;2014
522011;Обществознание;56;2018
522036;Русский язык;86;2018
522036;Математика;72;2018
522036;Обществознание;62;2018
522036;История;61;2018
522036;Сочинение;1;2018
522144;Русский язык;91;2018
522144;Математика;72;2018
522144;Обществознание;80;2018
522207;Русский язык;72;2018
522207;Английский язык;47;2018
522207;Математика;62;2018
522207;Обществознание;69;2018
522207;Сочинение;1;2018
522215;Русский язык;98;2017
522215;Английский язык;91;2017
522215;Информатика и ИКТ;64;2017
522215;Математика;70;2018
522215;Математика;56;2017
522215;Обществознание;84;2018
522215;Обществознание;64;2017
522215;Сочинение;1;2017
522425;Русский язык;86;2018
522425;Английский язык;84;2018
522425;Математика;68;2018
522425;Обществознание;67;2018
522425;Сочинение;1;2018
522481;Русский язык;98;2016
522481;Английский язык;68;2016
522481;Математика;74;2016
522481;Обществознание;90;2016
522481;Физика;48;2016
522481;Сочинение;1;2016
522492;Русский язык;86;2018
522492;Английский язык;77;2018
522492;Математика;68;2018
522492;Обществознание;76;2018
522492;Сочинение;1;2018
522531;Русский язык;78;2018
522531;Математика;62;2018
522531;Обществознание;67;2018
522531;Сочинение;1;2018
522535;Русский язык;91;2017
522535;Математика;62;2017
522535;Обществознание;58;2017
522535;Сочинение;1;2017
522538;Русский язык;83;2018
522538;Математика;72;2018
522538;Обществознание;88;2018
522538;Сочинение;1;2018
522667;Русский язык;69;2018
522667;Математика;56;2018
522667;Обществознание;60;2018
522667;Сочинение;1;2018
522681;Русский язык;57;2018
522681;Русский язык;62;2017
522681;Математика;68;2018
522681;Обществознание;63;2018
522706;Русский язык;100;2018
522706;Английский язык;65;2018
522706;Математика;72;2018
522706;Обществознание;68;2018
522706;Сочинение;1;2018
522733;Русский язык;86;2018
522733;Английский язык;88;2018
522733;Математика;78;2018
522733;Обществознание;78;2018
522733;Сочинение;1;2018
522869;Русский язык;83;2018
522869;Математика;50;2018
522869;Обществознание;67;2018
522869;Немецкий язык;84;2018
522869;Сочинение;1;2018
523182;Русский язык;91;2017
523182;Русский язык;88;2018
523182;Математика;74;2017
523182;Обществознание;68;2017
523182;Обществознание;76;2018
523182;Биология;49;2017
523182;Биология;56;2018
523182;Сочинение;1;2017
523512;Русский язык;72;2018
523512;Математика;50;2018
523512;Обществознание;59;2018
523512;Сочинение;1;2018
523520;Русский язык;71;2018
523520;Математика;62;2018
523520;Обществознание;60;2018
523520;Сочинение;1;2018
523953;Русский язык;70;2018
523953;Английский язык;82;2018
523953;Математика;62;2018
523953;Обществознание;53;2018
523953;Сочинение;1;2018
524053;Русский язык;100;2018
524053;Математика;74;2018
524053;Обществознание;84;2018
524053;История;100;2018
524053;Сочинение;1;2018
524074;Русский язык;72;2018
524074;Математика;45;2018
524074;Обществознание;60;2018
524074;Сочинение;1;2018
524300;Русский язык;88;2018
524300;Математика;70;2018
524300;Обществознание;56;2018
524300;Сочинение;1;2018
524479;Русский язык;96;2018
524479;Английский язык;88;2018
524479;Математика;50;2018
524479;Обществознание;76;2018
524479;Сочинение;1;2018
524612;Русский язык;69;2015
524612;Математика;52;2015
524612;Обществознание;58;2015
524612;Физика;54;2015
524708;Русский язык;84;2016
524708;Математика;76;2016
524708;Обществознание;71;2016
524708;Сочинение;1;2016
524740;Русский язык;81;2017
524740;Математика;45;2017
524740;Обществознание;63;2017
524740;Литература;71;2017
524740;Сочинение;1;2017
524874;Русский язык;55;2018
524874;Математика;45;2018
524874;Обществознание;60;2018
525161;Русский язык;86;2017
525161;Английский язык;84;2017
525161;Математика;45;2017
525161;Обществознание;69;2017
525161;Сочинение;1;2017
525257;Русский язык;73;2018
525257;Математика;50;2018
525257;Обществознание;59;2018
525257;Сочинение;1;2018
525351;Русский язык;82;2015
525351;Математика;0;2017
525351;Математика;60;2015
525351;Обществознание;57;2017
525351;Обществознание;55;2015
525433;Русский язык;46;2018
525433;Английский язык;44;2018
525433;Обществознание;45;2018
525572;Русский язык;73;2016
525572;Английский язык;66;2016
525572;Математика;64;2016
525572;Обществознание;69;2016
525572;Сочинение;1;2016
525816;Русский язык;78;2018
525816;Математика;56;2018
525816;Обществознание;59;2018
525816;Сочинение;1;2018
40011;Русский язык;53;2013
40011;Математика;36;2013
40011;Обществознание;40;2013
40011;История;34;2013
40012;Русский язык;95;2013
40012;Английский язык;78;2013
40012;Математика;63;2013
40012;Обществознание;88;2013
40068;Русский язык;72;2013
40068;Математика;63;2013
40068;Обществознание;65;2013
40078;Русский язык;68;2013
40078;Английский язык;77;2013
40078;Математика;52;2013
40078;Обществознание;64;2013
40085;Русский язык;92;2013
40085;Английский язык;70;2013
40085;Математика;66;2013
40085;Обществознание;78;2013
40090;Русский язык;66;2013
40090;Информатика и ИКТ;57;2013
40090;Математика;63;2013
40090;Обществознание;63;2013
40105;Русский язык;92;2013
40105;Английский язык;84;2013
40105;Математика;70;2013
40105;Обществознание;75;2013
40127;Русский язык;76;2013
40127;Математика;66;2013
40127;Обществознание;65;2013
40143;Русский язык;71;2013
40143;Математика;40;2013
40143;Обществознание;59;2013
40154;Русский язык;63;2013
40154;Математика;60;2013
40154;Обществознание;67;2013
40167;Русский язык;60;2013
40167;Английский язык;29;2013
40167;Математика;32;2013
40167;Обществознание;44;2013
40169;Русский язык;69;2013
40169;Английский язык;68;2013
40169;Математика;40;2013
40169;Обществознание;54;2013
40172;Русский язык;92;2013
40172;Математика;72;2013
40172;Обществознание;85;2013
40173;Русский язык;71;2013
40173;Математика;56;2013
40173;Обществознание;57;2013
40179;Русский язык;60;2013
40179;Математика;48;2013
40179;Обществознание;56;2013
40205;Русский язык;71;2013
40205;Математика;66;2013
40205;Обществознание;75;2013
40206;Русский язык;92;2013
40206;Математика;74;2013
40206;Обществознание;70;2013
40227;Русский язык;59;2013
40227;Математика;44;2013
40227;Обществознание;54;2013
40240;Русский язык;59;2013
40240;Математика;52;2013
40240;Обществознание;63;2013
40252;Русский язык;57;2013
40252;Математика;40;2013
40252;Обществознание;57;2013
40265;Русский язык;72;2013
40265;Английский язык;58;2013
40265;Математика;83;2013
40265;Обществознание;83;2013
40266;Русский язык;60;2013
40266;Математика;44;2013
40266;Обществознание;51;2013
40273;Русский язык;59;2013
40273;Математика;56;2013
40273;Обществознание;63;2013
40276;Русский язык;92;2013
40276;Математика;52;2013
40276;География;64;2013
40276;Обществознание;83;2013
40280;Русский язык;79;2013
40280;Английский язык;83;2013
40280;Математика;74;2013
40280;Обществознание;67;2013
40284;Русский язык;90;2013
40284;Английский язык;85;2013
40284;Математика;74;2013
40284;Обществознание;78;2013
40294;Русский язык;84;2013
40294;Английский язык;77;2013
40294;Математика;83;2013
40294;Обществознание;75;2013
40304;Русский язык;71;2013
40304;Английский язык;47;2013
40304;Математика;48;2013
40304;Обществознание;68;2013
40312;Русский язык;76;2013
40312;Математика;68;2013
40312;Обществознание;68;2013
40318;Русский язык;73;2013
40318;Английский язык;79;2013
40318;Математика;79;2013
40318;Обществознание;71;2013
40355;Русский язык;62;2013
40355;Математика;60;2013
40355;Обществознание;62;2013
40452;Русский язык;87;2013
40452;Информатика и ИКТ;88;2013
40452;Математика;92;2013
40452;Обществознание;71;2013
40452;История;68;2013
40463;Русский язык;62;2013
40463;Математика;63;2013
40463;Обществознание;56;2013
40477;Русский язык;79;2013
40477;Информатика и ИКТ;70;2013
40477;Математика;68;2013
40477;Обществознание;80;2013
40490;Русский язык;76;2013
40490;Английский язык;78;2013
40490;Математика;60;2013
40490;Обществознание;61;2013
40492;Русский язык;95;2013
40492;Английский язык;72;2013
40492;Математика;77;2013
40492;Обществознание;66;2013
40495;Русский язык;64;2013
40495;Математика;60;2013
40495;Обществознание;72;2013
40497;Русский язык;95;2013
40497;Английский язык;94;2013
40497;Математика;77;2013
40497;Обществознание;78;2013
40511;Русский язык;72;2013
40511;Математика;63;2013
40511;Обществознание;100;2013
40525;Русский язык;98;2013
40525;Информатика и ИКТ;84;2013
40525;Математика;87;2013
40525;Обществознание;72;2013
40532;Русский язык;92;2013
40532;Английский язык;70;2013
40532;Математика;68;2013
40532;Обществознание;70;2013
40539;Русский язык;64;2013
40539;Английский язык;73;2013
40539;Математика;48;2013
40539;Обществознание;62;2013
40539;История;53;2013
40562;Русский язык;71;2013
40562;Математика;52;2013
40562;Обществознание;59;2013
40565;Русский язык;68;2013
40565;Математика;52;2013
40565;Обществознание;63;2013
40569;Русский язык;67;2013
40569;Английский язык;87;2013
40569;Математика;68;2013
40569;Обществознание;75;2013
40569;Физика;77;2013
40577;Русский язык;72;2013
40577;Английский язык;47;2013
40577;Математика;63;2013
40577;Обществознание;66;2013
40583;Русский язык;66;2013
40583;Математика;44;2013
40583;Обществознание;65;2013
40585;Русский язык;66;2013
40585;Математика;68;2013
40585;Обществознание;54;2013
40585;Физика;55;2013
40591;Русский язык;70;2013
40591;Математика;70;2013
40591;Обществознание;62;2013
40616;Русский язык;76;2013
40616;Английский язык;30;2013
40616;Математика;44;2013
40616;Обществознание;71;2013
40621;Русский язык;92;2013
40621;Математика;66;2013
40621;Обществознание;75;2013
40621;Немецкий язык;88;2013
40637;Русский язык;59;2013
40637;Математика;48;2013
40637;Обществознание;66;2013
40647;Русский язык;95;2013
40647;Английский язык;68;2013
40647;Математика;66;2013
40647;Обществознание;83;2013
40647;Физика;60;2013
40648;Русский язык;57;2012
40648;Математика;34;2012
40648;Обществознание;52;2012
40657;Русский язык;100;2013
40657;Математика;70;2013
40657;Обществознание;72;2013
40666;Русский язык;82;2013
40666;Английский язык;52;2013
40666;Математика;60;2013
40666;Обществознание;58;2013
40666;Немецкий язык;74;2013
40683;Русский язык;72;2013
40683;Математика;74;2013
40683;Обществознание;71;2013
40684;Русский язык;66;2013
40684;Английский язык;78;2013
40684;Математика;56;2013
40684;Обществознание;63;2013
40700;Русский язык;60;2013
40700;Математика;52;2013
40700;Обществознание;58;2013
40707;Русский язык;82;2013
40707;Английский язык;57;2013
40707;Математика;56;2013
40707;Обществознание;68;2013
40708;Русский язык;76;2013
40708;Английский язык;78;2013
40708;Математика;44;2013
40708;Обществознание;65;2013
40723;Русский язык;72;2013
40723;Математика;72;2013
40723;Обществознание;78;2013
40731;Русский язык;95;2013
40731;Математика;63;2013
40731;Обществознание;85;2013
40740;Русский язык;90;2013
40740;Английский язык;79;2013
40740;Математика;72;2013
40740;Обществознание;93;2013
40752;Русский язык;79;2013
40752;Математика;70;2013
40752;Обществознание;71;2013
40754;Русский язык;68;2013
40754;Математика;44;2013
40754;Обществознание;59;2013
40759;Русский язык;72;2013
40759;Английский язык;44;2013
40759;Математика;63;2013
40759;Обществознание;66;2013
40761;Русский язык;84;2013
40761;Математика;60;2013
40761;Обществознание;90;2013
40764;Русский язык;56;2013
40764;Английский язык;55;2013
40764;Математика;40;2013
40764;Обществознание;57;2013
40764;История;35;2013
40766;Русский язык;87;2013
40766;Английский язык;80;2013
40766;Математика;56;2013
40766;Обществознание;62;2013
40781;Русский язык;95;2013
40781;Математика;72;2013
40781;Обществознание;88;2013
40817;Русский язык;84;2013
40817;Математика;56;2013
40817;Обществознание;68;2013
40827;Русский язык;72;2013
40827;Математика;68;2013
40827;Обществознание;68;2013
40833;Русский язык;84;2013
40833;Английский язык;83;2013
40833;Математика;60;2013
40833;Обществознание;72;2013
40835;Русский язык;87;2013
40835;Английский язык;97;2013
40835;Математика;66;2013
40835;Обществознание;98;2013
40838;Русский язык;72;2013
40838;Английский язык;84;2013
40838;Математика;60;2013
40838;Обществознание;95;2013
40850;Русский язык;82;2013
40850;Английский язык;72;2013
40850;Математика;83;2013
40850;Обществознание;95;2013
40855;Русский язык;87;2013
40855;Математика;77;2013
40855;Обществознание;85;2013
40862;Русский язык;53;2013
40862;Математика;40;2013
40862;Обществознание;51;2013
40862;Физика;0;2013
40863;Русский язык;90;2013
40863;Математика;90;2013
40863;Обществознание;83;2013
40865;Русский язык;58;2013
40865;Информатика и ИКТ;80;2013
40865;Математика;72;2013
40865;Обществознание;59;2013
40885;Русский язык;72;2013
40885;Математика;60;2013
40885;Обществознание;70;2013
40896;Русский язык;79;2013
40896;Математика;90;2013
40896;Обществознание;71;2013
40904;Русский язык;90;2013
40904;Математика;70;2013
40904;Обществознание;78;2013
40914;Русский язык;67;2013
40914;Математика;40;2013
40914;Обществознание;68;2013
40917;Русский язык;69;2013
40917;Математика;94;2013
40917;Обществознание;72;2013
40933;Русский язык;68;2013
40933;Информатика и ИКТ;84;2013
40933;Математика;68;2013
40933;Обществознание;67;2013
40934;Русский язык;73;2013
40934;Математика;70;2013
40934;Обществознание;66;2013
40943;Русский язык;79;2013
40943;Математика;56;2013
40943;Обществознание;59;2013
40946;Русский язык;92;2013
40946;Математика;72;2013
40946;Обществознание;93;2013
40952;Русский язык;67;2013
40952;Математика;66;2013
40952;Обществознание;67;2013
40956;Русский язык;95;2013
40956;Английский язык;70;2013
40956;Математика;63;2013
40956;Обществознание;83;2013
40959;Русский язык;58;2013
40959;Информатика и ИКТ;73;2013
40959;Математика;56;2013
40959;Обществознание;63;2013
40969;Русский язык;79;2013
40969;Математика;72;2013
40969;Обществознание;67;2013
40973;Русский язык;79;2013
40973;Математика;87;2013
40973;Обществознание;71;2013
40978;Русский язык;69;2013
40978;Математика;70;2013
40978;Обществознание;72;2013
40988;Русский язык;71;2013
40988;Математика;81;2013
40988;Обществознание;85;2013
41004;Русский язык;84;2013
41004;Математика;66;2013
41004;Обществознание;80;2013
41004;Литература;73;2013
41004;История;69;2013
41007;Русский язык;71;2013
41007;Английский язык;38;2013
41007;Математика;66;2013
41007;Обществознание;72;2013
41023;Русский язык;61;2013
41023;Математика;40;2013
41023;Обществознание;54;2013
41028;Русский язык;95;2013
41028;Математика;66;2013
41028;Обществознание;88;2013
41040;Русский язык;72;2013
41040;Математика;77;2013
41040;Обществознание;69;2013
41049;Русский язык;79;2013
41049;Английский язык;68;2013
41049;Математика;66;2013
41049;Обществознание;80;2013
41055;Русский язык;82;2013
41055;Математика;48;2013
41055;Обществознание;72;2013
41057;Русский язык;82;2013
41057;Математика;60;2013
41057;Обществознание;69;2013
41078;Русский язык;92;2013
41078;Английский язык;93;2013
41078;Математика;83;2013
41078;Обществознание;75;2013
41085;Русский язык;90;2013
41085;Математика;63;2013
41085;Обществознание;62;2013
41098;Русский язык;69;2013
41098;Математика;44;2013
41098;Обществознание;55;2013
41103;Русский язык;84;2013
41103;Математика;66;2013
41103;Обществознание;66;2013
41109;Русский язык;87;2013
41109;Математика;63;2013
41109;Обществознание;65;2013
41123;Русский язык;69;2013
41123;Математика;40;2013
41123;Обществознание;53;2013
41124;Русский язык;55;2013
41124;Математика;48;2013
41124;Обществознание;64;2013
41159;Русский язык;79;2013
41159;Английский язык;60;2013
41159;Математика;63;2013
41159;Обществознание;71;2013
41159;История;32;2013
41172;Русский язык;87;2013
41172;Английский язык;90;2013
41172;Математика;79;2013
